Timestamp,User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Resource_Allocation
09-03-2023 11:24,4645,5,-75.00,30.00,4747.93,5476.83,85.68
09-03-2023 11:42,1183,5,-90.00,50.00,3550.51,3596.85,82.86
09-03-2023 10:59,7254,6,-72.00,20.00,11080.77,13161.24,76.74
09-03-2023 10:54,4297,1,-51.00,0.00,688.01,757.62,71.76
09-03-2023 10:43,7364,7,-79.00,37.00,3085.69,3489.78,75.65
09-03-2023 10:39,9706,6,-45.00,52.00,12640.35,14230.06,71.46
09-03-2023 11:07,9218,7,-90.00,28.00,3078.08,3401.09,71.03
09-03-2023 11:36,2041,7,-82.00,22.00,4212.19,4461.04,73.02
09-03-2023 11:02,4018,5,-90.00,44.00,2443.20,2722.51,82.11
09-03-2023 11:18,9175,5,-90.00,52.00,3032.35,3658.28,83.30
09-03-2023 10:50,4900,0,-90.00,40.00,694.98,694.98,61.02
09-03-2023 11:18,4670,8,-61.00,38.00,9.94,38.48,89.85
09-03-2023 11:26,6017,8,-57.00,43.00,0.00,0.00,89.46
09-03-2023 11:37,3447,5,-90.00,51.00,2721.80,3255.30,82.48
09-03-2023 11:28,8655,7,-81.00,32.00,3690.51,3690.51,73.11
09-03-2023 11:34,4746,8,-82.00,27.00,169.75,173.62,89.20
09-03-2023 10:34,2122,0,-90.00,50.00,623.36,623.36,59.00
09-03-2023 11:31,6828,1,-48.00,0.00,541.46,541.46,71.59
09-03-2023 11:31,3018,4,-73.00,11.00,3005.43,3409.89,82.90
09-03-2023 10:27,6028,7,-90.00,52.00,1921.46,2113.60,73.03
09-03-2023 10:17,3891,7,-88.00,30.00,3636.52,3681.48,69.66
09-03-2023 11:01,8555,1,-56.00,6.00,563.19,644.01,70.26
09-03-2023 11:44,7205,4,-51.00,38.00,5577.03,6024.90,79.55
09-03-2023 10:09,8919,8,-64.00,48.00,18.10,43.67,89.26
09-03-2023 11:18,6126,7,-90.00,40.00,2077.62,2365.10,73.27
09-03-2023 10:03,4381,1,-67.00,1.00,897.67,1041.97,75.07
09-03-2023 11:30,1560,5,-90.00,34.00,3257.56,3568.33,83.79
09-03-2023 11:08,4914,5,-90.00,65.00,1699.32,1906.73,76.70
09-03-2023 10:26,7281,6,-87.00,36.00,10248.74,10867.52,67.24
09-03-2023 10:09,4107,5,-90.00,41.00,2203.47,2887.12,83.04
09-03-2023 11:09,1971,10,-90.00,23.00,284.23,287.72,74.79
09-03-2023 10:46,3283,4,-73.00,11.00,2678.81,3443.66,82.98
09-03-2023 11:04,7789,0,-90.00,56.00,551.25,551.25,58.91
09-03-2023 11:39,4749,6,-66.00,29.00,10993.36,12267.30,72.55
09-03-2023 10:14,3852,4,-69.00,22.00,3515.74,3515.74,80.13
09-03-2023 11:26,4150,4,-74.00,24.00,3395.11,3628.13,81.01
09-03-2023 10:23,7104,7,-83.00,34.00,3523.80,4147.15,71.88
09-03-2023 10:17,1019,4,-49.00,51.00,6014.43,6687.58,79.03
09-03-2023 11:44,7706,7,-90.00,49.00,1953.44,2701.01,73.04
09-03-2023 11:18,1116,5,-90.00,51.00,2428.30,3149.87,82.23
09-03-2023 11:29,8125,10,-90.00,0.00,107.66,107.66,83.39
09-03-2023 11:02,4324,8,-88.00,13.00,143.20,176.11,88.57
09-03-2023 10:15,9287,4,-79.00,20.00,2773.96,3067.77,81.35
09-03-2023 10:11,1627,5,-90.00,48.00,2465.27,2679.45,81.41
09-03-2023 11:33,1446,0,-90.00,55.00,495.14,495.14,58.89
09-03-2023 11:20,3681,0,-90.00,59.00,619.67,619.67,58.93
09-03-2023 10:05,8071,10,-90.00,18.00,395.04,411.29,75.44
09-03-2023 11:20,9868,10,-90.00,25.00,525.91,532.01,72.22
09-03-2023 10:23,5492,1,-45.00,0.00,459.86,459.86,71.48
09-03-2023 10:26,6711,8,-81.00,21.00,86.45,105.57,90.29
09-03-2023 11:06,5318,4,-71.00,27.00,3701.07,3931.90,80.64
09-03-2023 10:13,4664,1,-54.00,0.00,759.31,879.61,72.15
09-03-2023 11:45,1071,5,-90.00,63.00,1732.38,2140.81,77.50
09-03-2023 10:40,5932,5,-76.00,32.00,4143.74,4650.12,85.46
09-03-2023 11:30,2791,10,-90.00,32.00,730.63,769.48,68.53
09-03-2023 10:33,5151,6,-68.00,31.00,11543.82,11787.28,70.35
09-03-2023 10:59,2251,10,-85.00,29.00,1510.65,1510.65,66.36
09-03-2023 11:36,5369,7,-86.00,24.00,3622.63,4035.81,72.09
09-03-2023 10:39,6421,1,-72.00,11.00,1271.89,1410.82,72.95
09-03-2023 10:22,8689,6,-82.00,28.00,9765.99,11999.72,71.20
09-03-2023 11:43,3187,8,-75.00,33.00,49.29,65.81,91.38
09-03-2023 10:06,1206,1,-52.00,0.00,664.37,765.50,71.94
09-03-2023 11:12,2946,8,-77.00,34.00,54.87,68.92,90.78
09-03-2023 10:07,2603,1,-53.00,6.00,554.10,572.03,69.93
09-03-2023 10:57,3866,6,-75.00,38.00,10285.24,11454.18,67.34
09-03-2023 11:00,4405,7,-90.00,50.00,2651.13,3335.10,71.91
09-03-2023 10:41,1539,6,-53.00,40.00,13370.32,13370.32,72.20
09-03-2023 11:29,6232,4,-47.00,29.00,4796.41,5223.14,79.99
09-03-2023 10:19,4119,4,-41.00,53.00,5897.57,6885.12,80.88
09-03-2023 10:45,8552,4,-56.00,35.00,4608.18,5126.44,80.18
09-03-2023 11:00,5305,7,-90.00,63.00,1056.48,1538.54,78.14
09-03-2023 11:30,3645,8,-73.00,27.00,50.02,72.98,92.22
09-03-2023 10:50,4726,8,-89.00,13.00,160.17,172.14,87.76
09-03-2023 10:05,2067,5,-80.00,27.00,3788.42,4160.16,86.23
09-03-2023 11:30,3567,5,-87.00,33.00,4092.15,4681.58,83.92
09-03-2023 11:34,5415,10,-90.00,14.00,101.30,104.93,79.08
09-03-2023 11:13,7015,1,-43.00,6.00,376.59,391.06,70.00
09-03-2023 11:12,3130,3,-90.00,100.00,1.02,2.16,67.29
09-03-2023 11:36,1947,5,-78.00,28.00,4229.98,5710.52,87.08
09-03-2023 11:28,5510,4,-67.00,30.00,3957.68,4026.22,79.57
09-03-2023 10:55,7520,10,-90.00,11.00,96.57,96.57,80.07
09-03-2023 11:30,3036,6,-52.00,35.00,12729.52,13873.37,74.77
09-03-2023 10:33,1906,6,-65.00,21.00,10881.78,11716.67,74.15
09-03-2023 10:11,9581,10,-90.00,6.00,105.75,105.75,81.56
09-03-2023 11:29,9963,6,-50.00,33.00,12972.34,14974.05,77.93
09-03-2023 10:23,1183,7,-90.00,32.00,4270.94,4634.04,68.96
09-03-2023 10:54,6154,1,-48.00,1.00,655.47,655.47,70.98
09-03-2023 10:39,2786,1,-45.00,6.00,530.43,530.43,69.41
09-03-2023 10:27,8023,0,-90.00,69.00,549.63,549.63,58.91
09-03-2023 11:40,6145,7,-90.00,46.00,2771.39,2952.91,70.83
09-03-2023 11:12,2925,5,-79.00,23.00,4385.16,5572.13,86.97
09-03-2023 11:20,2854,1,-38.00,1.00,379.71,395.60,71.94
09-03-2023 10:38,5198,6,-87.00,19.00,11875.67,11944.99,72.90
09-03-2023 10:18,7115,1,-50.00,9.00,502.11,502.11,68.66
09-03-2023 10:50,9028,4,-81.00,14.00,2591.91,2834.11,82.29
09-03-2023 11:29,3159,4,-72.00,13.00,2786.14,3029.30,81.23
09-03-2023 10:18,4558,1,-40.00,0.00,397.62,397.62,71.72
09-03-2023 10:52,2457,4,-80.00,23.00,2046.56,2731.26,80.32
09-03-2023 11:05,4538,1,-56.00,0.00,723.19,846.53,72.53
09-03-2023 11:32,3611,0,-90.00,78.00,391.83,410.44,59.78
09-03-2023 10:15,2538,7,-90.00,51.00,1461.86,1983.58,75.08
09-03-2023 10:51,2323,6,-51.00,30.00,12619.72,15250.86,79.58
09-03-2023 11:34,5569,1,-48.00,14.00,650.96,650.96,67.07
09-03-2023 11:28,7844,8,-78.00,37.00,66.27,92.43,90.24
09-03-2023 10:47,4541,7,-90.00,57.00,1006.04,1353.42,78.40
09-03-2023 11:32,4007,1,-47.00,8.00,454.83,530.54,68.93
09-03-2023 10:13,1970,3,-90.00,92.00,0.98,1.84,67.00
09-03-2023 10:43,4308,3,-90.00,92.00,1.04,1.84,67.00
09-03-2023 10:13,6532,5,-79.00,35.00,3781.94,4296.62,84.80
09-03-2023 11:29,1208,6,-71.00,26.00,10484.86,12850.59,74.51
09-03-2023 11:26,9951,0,-90.00,59.00,660.79,660.79,58.94
09-03-2023 11:08,6435,0,-90.00,76.00,418.88,456.92,59.50
09-03-2023 10:07,5224,0,-90.00,44.00,632.67,632.67,59.67
09-03-2023 10:07,2621,0,-90.00,67.00,412.90,418.69,58.91
09-03-2023 10:24,9375,0,-90.00,44.00,674.52,674.52,59.80
09-03-2023 10:28,3206,4,-48.00,37.00,5649.64,6161.52,79.90
09-03-2023 11:37,2997,8,-81.00,25.00,67.97,94.80,90.14
09-03-2023 10:37,4862,5,-81.00,38.00,4692.75,4760.50,84.37
09-03-2023 11:20,7729,6,-85.00,16.00,10342.99,12734.88,76.05
09-03-2023 11:39,9694,7,-90.00,51.00,1363.65,2079.92,75.45
09-03-2023 10:39,1524,1,-67.00,2.00,993.58,1623.07,76.25
09-03-2023 11:04,4807,10,-90.00,20.00,741.88,741.88,72.07
09-03-2023 10:33,1498,10,-90.00,0.00,91.92,95.78,83.51
09-03-2023 10:27,7649,1,-59.00,12.00,744.24,832.92,68.17
09-03-2023 10:45,5538,5,-79.00,37.00,3925.20,4909.40,85.91
09-03-2023 10:09,7002,5,-79.00,28.00,3842.53,4814.83,87.13
09-03-2023 10:54,8682,8,-60.00,56.00,0.00,9.68,88.68
09-03-2023 11:25,9706,7,-90.00,45.00,1913.59,2285.68,73.23
09-03-2023 10:50,6075,3,-90.00,100.00,1.02,1.99,67.29
09-03-2023 10:22,3903,7,-90.00,20.00,3876.85,4710.81,70.26
09-03-2023 10:06,4132,7,-90.00,31.00,3338.27,3655.46,69.54
09-03-2023 11:02,1661,5,-74.00,39.00,4778.00,5195.15,83.91
09-03-2023 10:31,3945,0,-90.00,51.00,626.23,713.98,59.19
09-03-2023 11:20,8471,5,-90.00,46.00,3225.22,3706.20,83.58
09-03-2023 11:22,9230,6,-58.00,30.00,13116.46,13116.46,73.90
09-03-2023 10:13,6669,8,-79.00,31.00,87.37,114.48,90.22
09-03-2023 11:22,9593,0,-90.00,61.00,382.78,426.45,58.97
09-03-2023 11:00,1544,10,-83.00,34.00,1376.93,1428.79,67.40
09-03-2023 10:23,4983,6,-83.00,26.00,10271.19,12240.52,71.95
09-03-2023 10:44,2131,4,-70.00,24.00,3461.24,3605.50,80.20
09-03-2023 10:33,6878,4,-37.00,47.00,6346.03,6346.03,80.28
09-03-2023 10:23,1761,6,-51.00,42.00,12659.63,15659.81,76.92
09-03-2023 11:21,2839,6,-78.00,21.00,9871.69,11002.20,71.65
09-03-2023 11:04,4748,4,-71.00,9.00,3377.34,4163.78,85.32
09-03-2023 11:15,4066,5,-85.00,49.00,5019.38,6214.70,80.81
09-03-2023 10:41,2045,6,-38.00,52.00,13950.90,15491.70,74.63
09-03-2023 11:17,5431,8,-89.00,18.00,132.11,180.50,86.93
09-03-2023 11:33,2577,7,-90.00,49.00,2083.61,2848.28,72.66
09-03-2023 11:39,5092,4,-77.00,19.00,2133.95,2639.02,80.28
09-03-2023 10:19,9367,10,-90.00,35.00,540.88,623.59,69.66
09-03-2023 11:29,4339,7,-83.00,26.00,3258.88,4009.86,74.56
09-03-2023 10:20,8142,6,-54.00,29.00,12170.98,13255.23,75.45
09-03-2023 11:08,2698,1,-46.00,3.00,505.86,505.86,70.40
09-03-2023 10:56,6136,6,-51.00,49.00,12612.45,15565.44,75.01
09-03-2023 11:06,5286,0,-90.00,43.00,634.59,650.10,59.95
09-03-2023 10:24,7522,6,-62.00,23.00,11827.30,13052.66,76.26
09-03-2023 11:40,7675,5,-89.00,30.00,3684.12,4529.20,84.45
09-03-2023 11:18,1243,4,-48.00,40.00,6240.49,6263.38,78.89
09-03-2023 11:14,2309,1,-48.00,10.00,473.22,495.07,68.30
09-03-2023 10:24,7088,10,-90.00,5.00,106.62,106.62,81.87
09-03-2023 11:20,9869,4,-43.00,42.00,6564.07,6564.07,79.19
09-03-2023 11:26,8905,0,-90.00,58.00,555.07,558.88,58.91
09-03-2023 10:26,2547,8,-69.00,44.00,35.64,60.31,89.95
09-03-2023 11:23,7877,1,-48.00,0.00,470.59,539.52,71.76
09-03-2023 11:32,2197,10,-90.00,0.00,90.43,91.70,83.52
09-03-2023 10:33,5224,2,-75.00,42.00,1840.08,1902.08,67.22
09-03-2023 10:56,7838,8,-85.00,13.00,146.62,170.96,89.49
09-03-2023 11:09,4518,0,-90.00,55.00,511.09,570.16,58.98
09-03-2023 10:15,1426,5,-90.00,62.00,2052.41,2611.17,78.99
09-03-2023 10:53,5140,7,-90.00,54.00,1675.31,2129.67,74.15
09-03-2023 10:13,5141,4,-51.00,29.00,5389.28,5490.31,79.88
09-03-2023 10:56,1299,0,-90.00,56.00,456.34,495.99,58.94
09-03-2023 10:01,9981,0,-90.00,39.00,692.70,692.70,61.40
09-03-2023 10:19,1589,7,-90.00,46.00,1130.82,1703.45,78.04
09-03-2023 11:32,3293,4,-39.00,44.00,6649.60,6763.58,79.67
09-03-2023 11:23,9408,10,-90.00,0.00,99.11,99.11,83.46
09-03-2023 11:19,4395,10,-90.00,13.00,402.13,437.43,76.91
09-03-2023 11:36,2495,8,-79.00,32.00,75.80,96.95,90.23
09-03-2023 11:05,5117,6,-46.00,54.00,13070.54,14782.07,72.23
09-03-2023 10:38,3223,5,-77.00,35.00,4484.08,4608.24,84.90
09-03-2023 11:34,3063,8,-87.00,15.00,118.71,146.88,88.81
09-03-2023 10:04,6752,5,-88.00,47.00,3631.51,4375.98,84.02
09-03-2023 11:17,7366,1,-62.00,0.00,740.75,856.97,73.83
09-03-2023 10:23,1868,1,-67.00,6.00,824.86,932.52,72.65
09-03-2023 10:44,9979,1,-51.00,10.00,544.43,633.07,68.33
09-03-2023 10:04,9844,6,-75.00,36.00,10920.92,13492.21,72.59
09-03-2023 10:57,7989,7,-87.00,36.00,3786.59,4761.21,70.43
09-03-2023 10:53,1436,3,-90.00,92.00,0.91,1.92,67.00
09-03-2023 11:35,2856,8,-72.00,39.00,68.55,103.74,90.87
09-03-2023 10:47,6362,10,-90.00,0.00,91.79,106.13,83.48
09-03-2023 11:12,1464,4,-57.00,34.00,4763.13,4771.65,79.46
09-03-2023 11:44,2738,5,-90.00,62.00,1477.88,1912.65,77.21
09-03-2023 11:38,4186,8,-62.00,55.00,0.00,0.00,88.79
09-03-2023 10:44,5446,3,-90.00,100.00,1.02,1.80,67.29
09-03-2023 10:07,7472,5,-90.00,51.00,1910.69,2451.07,80.41
09-03-2023 10:31,8581,7,-88.00,32.00,2926.44,3267.59,71.87
09-03-2023 10:51,5254,1,-58.00,13.00,556.35,724.51,67.96
09-03-2023 10:12,5419,6,-58.00,33.00,13063.55,13884.18,74.86
09-03-2023 10:21,1376,10,-90.00,4.00,98.78,98.78,82.25
09-03-2023 11:01,9824,8,-58.00,55.00,0.00,21.07,88.71
09-03-2023 10:09,5271,1,-59.00,4.00,867.94,1045.01,71.83
09-03-2023 10:32,1729,0,-90.00,55.00,647.93,676.28,58.98
09-03-2023 11:12,9451,7,-89.00,21.00,3447.93,3876.72,71.78
09-03-2023 10:42,6298,0,-90.00,69.00,374.03,391.50,58.95
09-03-2023 10:04,1618,1,-54.00,0.00,760.06,833.59,72.09
09-03-2023 10:25,1017,6,-69.00,28.00,11246.63,13228.64,74.51
09-03-2023 11:00,7868,7,-90.00,52.00,1059.45,1491.76,78.28
09-03-2023 11:20,6497,1,-57.00,8.00,745.79,855.27,69.46
09-03-2023 10:41,6020,7,-90.00,32.00,2837.01,3481.93,70.89
09-03-2023 10:46,5103,1,-65.00,17.00,1152.75,1248.99,68.31
09-03-2023 10:11,9958,6,-56.00,33.00,12466.20,13996.10,75.38
09-03-2023 11:44,5637,5,-90.00,49.00,1455.63,2036.80,79.59
09-03-2023 10:29,3244,3,-90.00,100.00,4.13,5.06,67.28
09-03-2023 10:46,9629,8,-90.00,21.00,166.62,190.83,85.49
09-03-2023 10:45,3885,0,-90.00,61.00,380.64,455.13,59.00
09-03-2023 10:31,9167,1,-55.00,0.00,762.50,762.50,72.20
09-03-2023 11:00,2624,4,-57.00,21.00,4139.62,4930.13,81.81
09-03-2023 11:29,4922,5,-83.00,45.00,4393.19,5052.24,84.22
09-03-2023 11:02,3322,4,-65.00,18.00,4613.29,4997.69,82.78
09-03-2023 11:32,6160,1,-67.00,3.00,1093.92,1171.81,74.58
09-03-2023 11:37,1555,4,-75.00,11.00,2869.08,3552.54,83.69
09-03-2023 10:33,5690,7,-80.00,21.00,4320.10,4425.02,74.18
09-03-2023 10:38,1556,8,-87.00,28.00,173.61,174.30,86.49
09-03-2023 11:37,4614,5,-74.00,36.00,4846.24,4946.31,84.02
09-03-2023 10:32,2903,0,-90.00,37.00,691.88,691.88,62.17
09-03-2023 11:22,7802,8,-66.00,39.00,32.18,59.35,90.19
09-03-2023 10:36,6626,10,-90.00,0.00,100.30,100.30,83.45
09-03-2023 10:15,1156,10,-90.00,0.00,103.20,103.20,83.42
09-03-2023 10:41,5017,8,-86.00,24.00,172.35,208.84,87.76
09-03-2023 10:40,6694,0,-90.00,81.00,391.49,391.49,60.20
09-03-2023 10:12,4152,8,-83.00,13.00,114.96,158.80,90.22
09-03-2023 10:25,7729,3,-90.00,100.00,8.11,8.46,67.28
09-03-2023 10:32,1513,3,-90.00,100.00,1.07,1.84,67.29
09-03-2023 10:09,4895,8,-79.00,31.00,64.88,85.10,90.35
09-03-2023 11:33,8472,6,-78.00,21.00,11290.33,13197.58,75.72
09-03-2023 11:09,1819,1,-46.00,10.00,430.56,430.56,68.61
09-03-2023 10:33,6741,10,-90.00,12.00,438.98,438.98,77.01
09-03-2023 10:15,8330,10,-90.00,15.00,372.43,382.04,76.58
09-03-2023 10:54,1026,7,-90.00,43.00,1571.08,2236.46,75.13
09-03-2023 10:06,9002,7,-84.00,23.00,3392.81,4005.62,74.23
09-03-2023 11:13,4557,10,-90.00,12.00,408.62,415.78,77.23
09-03-2023 10:34,4723,6,-44.00,44.00,12815.62,17035.52,79.80
09-03-2023 11:13,8780,8,-65.00,53.00,0.00,18.66,88.98
09-03-2023 10:19,7221,8,-85.00,23.00,158.64,194.31,88.64
09-03-2023 11:21,1388,7,-90.00,51.00,905.94,1336.93,79.65
09-03-2023 10:22,3497,10,-90.00,26.00,425.72,425.72,72.72
09-03-2023 10:12,1758,6,-80.00,32.00,10956.72,12109.41,70.17
09-03-2023 10:33,2154,1,-70.00,13.00,942.88,1200.02,71.04
09-03-2023 10:24,2627,5,-90.00,41.00,2512.31,3020.26,83.34
09-03-2023 11:41,7362,1,-63.00,2.00,846.44,920.61,73.32
09-03-2023 11:31,1204,1,-49.00,4.00,589.11,636.61,70.16
09-03-2023 10:21,5548,5,-90.00,50.00,2277.72,2894.55,81.71
09-03-2023 11:13,6747,6,-57.00,42.00,12646.02,12995.65,70.67
09-03-2023 11:21,6478,8,-63.00,34.00,18.43,43.43,90.36
09-03-2023 11:14,2860,6,-70.00,28.00,9405.94,13327.73,75.55
09-03-2023 10:04,1420,3,-90.00,100.00,3.01,4.31,67.28
09-03-2023 10:39,6348,8,-86.00,26.00,153.21,187.73,87.61
09-03-2023 10:31,4191,0,-90.00,66.00,555.79,555.79,58.91
09-03-2023 11:41,6271,0,-90.00,68.00,423.55,478.27,58.95
09-03-2023 10:04,7411,3,-90.00,100.00,5.94,7.19,67.28
09-03-2023 10:55,4438,4,-57.00,29.00,4343.50,4343.50,79.67
09-03-2023 10:30,3190,3,-90.00,97.00,2.09,2.72,67.05
09-03-2023 10:24,4895,1,-67.00,16.00,1022.03,1161.17,68.96
09-03-2023 10:39,6948,4,-62.00,19.00,4242.32,4242.32,81.39
09-03-2023 10:47,8533,8,-79.00,22.00,95.90,115.42,90.73
09-03-2023 11:22,3647,5,-74.00,38.00,4912.75,5158.96,83.77
09-03-2023 11:10,4251,0,-90.00,62.00,546.26,546.26,58.90
09-03-2023 11:35,8392,8,-59.00,46.00,0.00,5.50,89.35
09-03-2023 10:57,3378,8,-90.00,18.00,161.05,180.56,86.04
09-03-2023 11:12,7987,6,-71.00,17.00,10336.94,12209.84,76.14
09-03-2023 11:16,6077,10,-90.00,10.00,281.86,306.18,78.84
09-03-2023 11:22,6144,6,-60.00,20.00,12738.52,13502.40,77.99
09-03-2023 11:20,7147,10,-90.00,9.00,100.32,100.32,80.67
09-03-2023 10:24,1574,1,-50.00,13.00,621.84,621.84,67.17
09-03-2023 10:13,4074,7,-83.00,32.00,3201.30,3826.67,73.52
09-03-2023 11:13,9736,8,-61.00,46.00,5.07,28.18,89.39
09-03-2023 10:54,5448,0,-90.00,75.00,412.22,412.22,59.31
09-03-2023 11:25,2973,3,-90.00,100.00,4.92,5.53,67.28
09-03-2023 11:38,4776,10,-90.00,14.00,311.13,311.13,77.41
09-03-2023 11:30,6028,10,-90.00,0.00,109.66,109.66,83.37
09-03-2023 10:19,2488,6,-63.00,24.00,10176.25,12046.54,74.46
09-03-2023 10:49,5198,0,-90.00,54.00,606.16,606.16,58.92
09-03-2023 11:12,3337,8,-71.00,46.00,20.39,48.05,90.01
09-03-2023 10:19,7642,7,-87.00,37.00,4273.33,4399.16,69.19
09-03-2023 10:35,6572,7,-90.00,48.00,3077.79,3367.41,70.79
09-03-2023 10:07,2549,3,-90.00,91.00,1.04,1.87,67.01
09-03-2023 10:47,8470,10,-90.00,9.00,400.93,400.93,78.25
09-03-2023 11:07,9161,1,-66.00,8.00,1020.94,1209.90,72.33
09-03-2023 10:45,9096,5,-90.00,46.00,1947.45,2270.84,80.71
09-03-2023 11:29,3479,1,-61.00,0.00,817.02,994.01,73.88
09-03-2023 10:14,8711,8,-84.00,27.00,89.83,117.83,89.06
09-03-2023 10:26,3992,1,-65.00,11.00,1086.74,1138.26,70.61
09-03-2023 11:10,1660,4,-52.00,24.00,5000.59,5389.54,80.87
09-03-2023 10:26,9565,1,-50.00,7.00,556.56,556.56,69.26
09-03-2023 11:36,8124,10,-90.00,20.00,1090.21,1090.21,69.26
09-03-2023 11:24,8528,1,-48.00,0.00,511.12,511.12,71.66
09-03-2023 10:57,9091,8,-79.00,22.00,105.84,137.44,90.66
09-03-2023 10:28,7876,1,-63.00,5.00,657.22,859.19,71.93
09-03-2023 10:08,7875,7,-90.00,59.00,1524.66,2077.02,75.27
09-03-2023 11:37,1016,7,-90.00,34.00,4014.74,4201.01,68.94
09-03-2023 10:06,4782,8,-69.00,33.00,33.58,60.83,91.34
09-03-2023 11:25,2708,7,-90.00,57.00,1295.16,1954.83,76.13
09-03-2023 11:23,3527,5,-85.00,26.00,4027.66,4027.66,84.78
09-03-2023 10:55,9571,1,-72.00,6.00,1071.51,1088.75,74.32
09-03-2023 10:59,6550,8,-73.00,39.00,75.21,85.94,90.99
09-03-2023 10:52,9274,6,-63.00,35.00,12988.71,14527.82,75.67
09-03-2023 10:15,6593,4,-83.00,16.00,2276.32,2595.44,81.91
09-03-2023 11:04,4308,6,-72.00,26.00,9391.20,15311.66,80.36
09-03-2023 11:36,5917,1,-47.00,5.00,512.75,512.75,69.76
09-03-2023 11:32,5310,1,-71.00,6.00,1286.34,1286.34,74.61
09-03-2023 11:16,2635,10,-90.00,33.00,1015.21,1015.21,66.67
09-03-2023 11:24,9850,8,-86.00,9.00,159.79,197.41,89.87
09-03-2023 10:18,5610,8,-90.00,27.00,166.42,172.30,84.57
09-03-2023 11:17,1109,1,-47.00,0.00,494.41,527.71,71.60
09-03-2023 11:22,7859,5,-90.00,60.00,1927.82,2625.48,79.36
09-03-2023 11:05,6985,10,-90.00,14.00,450.15,505.15,76.16
09-03-2023 10:26,5517,0,-90.00,67.00,396.61,396.61,58.92
09-03-2023 10:59,1845,1,-62.00,6.00,753.19,849.80,71.19
09-03-2023 10:43,9228,0,-90.00,82.00,338.39,373.07,60.41
09-03-2023 11:12,5412,0,-90.00,53.00,563.75,563.75,58.91
09-03-2023 10:45,3403,5,-80.00,45.00,3718.86,4140.49,82.83
09-03-2023 11:10,6675,5,-74.00,29.00,4798.59,6029.36,85.55
09-03-2023 10:26,8827,1,-52.00,9.00,583.99,630.61,68.69
09-03-2023 10:38,4916,1,-50.00,2.00,652.01,652.01,70.84
09-03-2023 11:22,5316,1,-60.00,8.00,900.47,1003.06,70.27
09-03-2023 10:07,1859,5,-81.00,36.00,3898.83,4766.74,85.96
09-03-2023 10:42,8092,7,-90.00,56.00,1688.68,1982.19,74.27
09-03-2023 10:04,5046,8,-88.00,20.00,149.81,160.13,87.26
09-03-2023 11:36,3335,10,-90.00,0.00,104.32,104.32,83.41
09-03-2023 10:34,8312,1,-65.00,4.00,656.59,874.58,72.85
09-03-2023 10:22,3262,6,-42.00,36.00,13252.55,13969.60,75.51
09-03-2023 11:36,5012,6,-65.00,25.00,11821.48,11991.15,72.96
09-03-2023 11:38,3102,0,-90.00,47.00,634.28,634.28,59.25
09-03-2023 11:14,1931,4,-52.00,36.00,5040.47,5626.59,79.91
09-03-2023 10:06,3278,5,-74.00,36.00,4891.14,5339.55,84.27
09-03-2023 11:05,8169,0,-90.00,42.00,603.12,711.14,60.40
09-03-2023 10:06,8551,7,-84.00,32.00,4166.22,4772.14,70.36
09-03-2023 10:41,5171,5,-90.00,35.00,3170.20,3924.96,84.51
09-03-2023 11:32,8559,3,-90.00,100.00,7.19,7.60,67.28
09-03-2023 11:07,5626,4,-61.00,30.00,4229.73,4229.73,79.60
09-03-2023 11:19,2287,7,-88.00,35.00,3844.50,4020.54,69.21
09-03-2023 11:42,4580,5,-87.00,30.00,3986.83,4810.02,84.50
09-03-2023 11:32,9054,1,-58.00,1.00,661.85,821.96,72.58
09-03-2023 10:56,8831,4,-77.00,23.00,2330.90,2729.44,79.77
09-03-2023 10:17,9040,7,-90.00,35.00,3288.70,3727.72,69.63
09-03-2023 10:09,8164,8,-69.00,33.00,52.12,78.44,91.28
09-03-2023 10:29,3612,8,-90.00,15.00,144.41,175.43,86.64
09-03-2023 10:19,3898,7,-81.00,27.00,3975.82,4218.83,73.13
09-03-2023 11:39,2146,7,-90.00,46.00,2248.66,2531.01,71.89
09-03-2023 10:32,9009,10,-90.00,28.00,529.79,543.93,71.23
09-03-2023 10:49,7546,7,-88.00,30.00,3710.69,3747.50,69.47
09-03-2023 10:54,3813,10,-90.00,23.00,402.43,422.61,73.80
09-03-2023 10:48,6601,0,-90.00,46.00,581.46,650.03,59.41
09-03-2023 11:29,5869,0,-90.00,39.00,639.50,730.47,61.49
09-03-2023 10:33,8200,0,-90.00,67.00,527.20,527.20,58.90
09-03-2023 11:31,4519,3,-90.00,100.00,10.08,15.78,67.28
09-03-2023 10:25,1944,3,-90.00,98.00,10.30,13.56,67.08
09-03-2023 10:23,1860,8,-83.00,18.00,81.20,120.51,89.93
09-03-2023 11:37,5310,0,-90.00,42.00,604.05,614.30,60.14
09-03-2023 11:30,4318,5,-84.00,45.00,3456.48,3962.31,83.47
09-03-2023 11:02,9914,0,-90.00,55.00,666.95,666.95,58.94
09-03-2023 10:30,3307,6,-74.00,33.00,9794.25,14144.91,75.23
09-03-2023 11:15,8059,5,-90.00,48.00,2735.30,3014.68,82.28
09-03-2023 11:24,8328,7,-90.00,56.00,1604.29,1906.15,74.66
09-03-2023 11:03,9496,10,-90.00,29.00,692.83,692.83,69.64
09-03-2023 11:04,5372,7,-86.00,40.00,4287.52,4570.74,69.69
