User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Resource_Allocation,posx,posy
2652,Emergency_Service,-35.8,67.1,2.4,3.5,75.0,72,45
2653,File_Download,-15.8,18.4,10.5,10.6,65.5,32,53
2654,Background_Download,-98.4,95.5,7.5,8.4,72.5,94,11
2655,Video_Call,-65.3,16.5,1.5,1.5,59.5,89,21
2656,Video_Call,-48.2,27.3,1.8,2.8,74.1,41,64
2657,File_Download,-48.6,17.4,13.5,14.8,61.2,7,79
2658,Web_Browsing,-0.4,54.3,0.7,2.2,72.8,71,16
2659,Web_Browsing,-88.6,31.8,0.5,2.3,62.1,33,89
2660,File_Download,-61.9,65.1,14.4,16.3,73.7,32,28
2661,Streaming,-15.5,40.4,3.1,4.5,90.4,46,2
2662,Video_Call,-92.0,95.6,1.3,2.1,99.6,51,73
2663,Streaming,-43.8,24.1,2.0,2.6,80.4,60,9
2664,Online_Gaming,-24.9,95.4,1.1,1.2,99.6,76,85
2665,Emergency_Service,-36.9,28.7,8.6,10.3,96.4,44,16
2666,Streaming,-8.7,33.0,2.2,3.1,85.8,44,97
2667,Voice_Call,-10.8,55.9,0.1,2.0,69.0,62,21
2668,Emergency_Service,-67.1,92.7,4.7,5.6,98.8,45,97
2669,Web_Browsing,-44.2,35.5,0.6,0.7,78.3,90,76
2670,Streaming,-57.6,28.4,2.9,4.2,78.9,12,64
2671,VoIP_Call,-69.6,19.7,0.3,0.9,81.1,62,28
2672,Web_Browsing,-35.5,22.9,1.0,2.3,96.9,99,71
2673,Voice_Call,-3.5,42.2,0.2,0.4,89.5,87,24
2674,Video_Streaming,-20.5,50.8,7.0,8.0,68.7,70,72
2675,Video_Call,-28.2,80.4,1.2,1.9,66.4,62,43
2676,Voice_Call,-2.8,18.3,0.4,0.9,54.5,57,18
2677,Voice_Call,-40.7,52.7,0.3,1.7,70.6,4,76
2678,Online_Gaming,-97.9,67.9,2.4,3.2,66.5,4,55
2679,VoIP_Call,-38.6,53.8,0.4,2.0,99.8,0,19
2680,Background_Download,-92.4,29.3,6.3,7.8,82.2,19,84
2681,Voice_Call,-39.2,54.2,0.4,2.0,59.3,31,8
2682,VoIP_Call,-22.1,86.8,0.3,1.5,54.5,90,8
2683,Background_Download,-51.5,67.6,7.7,9.3,99.1,0,61
2684,Video_Call,-52.2,14.8,1.3,1.3,59.4,85,92
2685,Emergency_Service,-57.2,30.5,5.8,6.1,95.6,56,85
2686,Streaming,-23.8,39.6,4.2,5.8,77.5,97,49
2687,Background_Download,-69.5,38.7,7.1,7.1,81.2,93,94
2688,Emergency_Service,-21.7,22.0,7.8,8.5,51.2,74,74
2689,Web_Browsing,-0.7,85.6,0.9,1.3,80.3,52,47
2690,Video_Streaming,-6.3,77.8,9.5,10.1,79.6,81,99
2691,Voice_Call,-27.2,93.9,0.3,0.9,59.6,28,88
2692,Background_Download,-24.4,67.8,8.2,8.3,63.5,73,20
2693,Emergency_Service,-40.5,88.6,3.7,4.5,81.0,24,90
2694,Background_Download,-47.6,19.4,9.0,10.8,61.9,38,45
2695,VoIP_Call,-53.0,65.1,0.2,2.2,98.8,5,83
2696,Emergency_Service,-47.2,90.4,3.3,4.0,54.4,68,37
2697,Streaming,-56.4,30.0,2.8,3.9,74.3,69,39
2698,Video_Streaming,-74.1,12.0,4.1,4.8,81.9,69,63
2699,File_Download,-16.1,32.6,6.1,6.8,61.0,97,46
2700,Video_Streaming,-89.8,96.4,3.4,4.1,61.1,72,48
2701,Video_Streaming,-13.5,91.7,9.6,9.8,73.5,5,98
2702,Background_Download,-95.4,50.3,9.5,10.4,55.4,10,15
2703,Emergency_Service,-53.0,18.2,5.7,6.4,56.0,11,47
2704,Video_Call,-44.9,93.5,1.1,3.1,98.8,75,92
2705,Video_Call,-17.2,76.8,1.9,2.6,99.4,10,43
2706,Background_Download,-18.6,93.1,7.2,8.0,80.9,18,64
2707,Background_Download,-33.2,55.2,9.8,11.3,80.8,74,80
2708,Streaming,-11.0,68.4,2.1,4.0,91.6,76,26
2709,VoIP_Call,-88.3,16.6,0.2,1.2,95.7,14,53
2710,Video_Streaming,-14.4,97.2,3.4,4.3,85.7,70,45
2711,File_Download,-49.7,30.8,17.9,19.4,66.0,91,4
2712,Background_Download,-35.9,51.9,7.8,9.0,95.2,41,14
2713,Background_Download,-82.0,49.6,6.6,7.0,54.3,98,58
2714,Streaming,-75.0,94.5,2.4,3.3,80.0,97,90
2715,Emergency_Service,-13.0,70.4,4.1,5.0,53.4,74,41
2716,Video_Call,-59.7,33.0,1.4,3.0,52.4,95,43
2717,Streaming,-20.2,33.5,4.1,4.6,73.1,29,43
2718,VoIP_Call,-16.1,72.0,0.3,1.8,78.9,32,70
2719,File_Download,-65.4,78.8,6.6,7.2,95.4,90,24
2720,Background_Download,-87.4,12.5,6.3,7.5,60.3,89,52
2721,Streaming,-18.9,81.8,2.9,4.6,78.6,37,20
2722,Video_Call,-24.8,45.9,1.0,2.1,98.0,35,23
2723,Online_Gaming,-43.5,10.5,2.4,2.5,61.1,29,47
2724,File_Download,-25.7,49.4,17.3,19.2,92.4,87,26
2725,Online_Gaming,-12.9,47.8,1.4,2.6,81.6,26,62
2726,Video_Streaming,-17.4,21.6,4.8,6.6,52.8,43,45
2727,Voice_Call,-22.1,14.9,0.1,1.1,79.2,13,45
2728,Video_Streaming,-39.4,71.1,7.3,7.8,88.6,32,2
2729,Video_Call,-37.7,26.6,2.0,3.1,64.9,75,86
2730,File_Download,-62.1,32.4,8.1,8.4,64.6,23,38
2731,Emergency_Service,-56.9,13.2,2.4,3.5,74.2,47,64
2732,Emergency_Service,-61.8,87.2,7.6,8.4,54.0,39,28
2733,Web_Browsing,-32.4,99.8,0.6,2.3,69.0,79,41
2734,Emergency_Service,-96.3,30.4,2.7,4.1,62.6,75,93
2735,VoIP_Call,-31.9,42.8,0.4,1.8,79.7,37,1
2736,Streaming,-72.9,46.8,3.7,4.0,91.2,55,30
2737,Web_Browsing,-55.2,57.9,0.9,1.2,89.6,85,69
2738,Video_Streaming,-85.1,51.3,6.6,6.9,51.2,29,19
2739,Video_Streaming,-41.8,97.1,5.6,7.0,84.3,92,81
2740,Background_Download,-39.5,87.8,5.8,6.2,80.8,91,82
2741,Background_Download,-95.4,42.3,6.3,7.7,70.7,84,7
2742,Streaming,-72.8,46.1,2.5,3.6,94.4,86,99
2743,Voice_Call,-30.3,77.5,0.5,1.5,53.5,11,68
2744,Streaming,-37.6,86.9,4.9,5.4,81.2,95,38
2745,Background_Download,-83.7,92.3,8.4,9.1,84.5,19,85
2746,VoIP_Call,-20.5,98.2,0.2,1.8,56.3,15,92
2747,Background_Download,-4.1,34.9,8.3,9.1,63.0,25,50
2748,File_Download,-19.6,51.8,10.7,12.0,95.3,23,33
2749,Video_Call,-89.6,15.2,1.0,1.3,95.0,33,82
2750,Background_Download,-46.6,79.8,5.7,7.3,77.6,68,72
2751,VoIP_Call,-31.6,18.3,0.3,2.0,80.7,22,15
2752,Online_Gaming,-28.1,11.7,2.0,3.5,98.8,11,72
2753,Video_Call,-21.3,99.0,1.1,1.3,66.5,55,50
2754,Background_Download,-26.6,24.2,6.8,7.3,91.1,82,75
2755,Voice_Call,-97.4,17.5,0.5,1.1,59.7,23,56
2756,Voice_Call,-70.9,73.0,0.1,1.2,57.4,16,91
2757,Video_Streaming,-6.9,93.7,9.4,9.9,83.0,21,47
2758,Background_Download,-37.6,52.8,6.3,8.3,79.4,7,78
2759,Online_Gaming,-95.7,25.6,2.7,4.0,63.6,75,57
2760,Voice_Call,-88.7,94.1,0.2,2.0,51.0,41,53
2761,Video_Streaming,-0.4,24.4,3.7,4.7,60.4,57,39
2762,Background_Download,-61.2,25.5,8.0,8.6,86.9,28,72
2763,Emergency_Service,-53.0,23.9,6.7,8.6,70.2,3,1
2764,File_Download,-4.9,74.5,15.7,17.4,86.5,24,19
2765,Emergency_Service,-21.8,97.1,6.9,8.2,66.1,0,17
2766,Video_Streaming,-53.3,96.7,8.3,8.4,80.7,25,63
2767,Background_Download,-28.9,78.9,8.9,9.7,90.2,84,28
2768,Voice_Call,-42.6,85.3,0.4,0.8,64.8,62,27
2769,Voice_Call,-65.8,45.6,0.4,0.4,77.8,40,61
2770,Background_Download,-13.8,30.1,9.6,10.8,71.7,34,83
2771,Web_Browsing,-26.4,27.2,0.8,1.4,89.8,86,85
2772,VoIP_Call,-90.1,15.3,0.2,0.7,53.1,26,62
2773,File_Download,-0.2,47.9,17.3,19.2,65.3,34,81
2774,Background_Download,-26.0,55.0,7.4,7.6,51.2,75,52
2775,Online_Gaming,-97.3,36.3,2.5,3.8,96.3,16,12
2776,Voice_Call,-24.2,47.4,0.2,2.2,83.5,26,63
2777,Streaming,-1.3,66.6,2.3,3.0,58.7,68,32
2778,Web_Browsing,-25.7,99.0,0.7,2.7,52.2,82,16
2779,Emergency_Service,-72.3,58.5,7.0,7.8,91.7,92,93
2780,Web_Browsing,-15.5,50.7,0.8,1.6,55.5,17,64
2781,Web_Browsing,-37.9,43.1,1.0,1.9,72.0,47,36
2782,Background_Download,-98.2,57.2,5.7,7.0,86.7,90,48
2783,Emergency_Service,-78.4,45.1,3.8,5.2,72.1,7,62
2784,Emergency_Service,-35.8,55.8,4.8,5.0,76.3,10,77
2785,File_Download,-19.5,91.6,13.8,15.5,80.9,81,33
2786,Emergency_Service,-54.8,44.9,4.3,5.4,59.8,10,56
2787,VoIP_Call,-43.8,43.8,0.3,1.9,97.5,83,15
2788,Video_Streaming,-81.6,81.4,4.3,4.5,59.7,29,5
2789,Emergency_Service,-36.9,39.5,2.1,2.3,91.0,38,10
2790,Video_Streaming,-13.0,65.3,9.9,11.8,76.5,62,7
2791,VoIP_Call,-72.2,54.8,0.3,0.4,74.6,85,56
2792,File_Download,-41.2,16.4,18.7,19.1,69.6,70,46
2793,Video_Call,-31.0,86.5,1.8,2.2,55.6,7,30
2794,Online_Gaming,-52.1,43.0,2.1,4.1,81.2,13,93
2795,Emergency_Service,-83.3,15.9,7.8,9.6,94.2,89,26
2796,Streaming,-70.4,25.5,3.1,4.9,56.9,22,3
2797,Emergency_Service,-83.9,36.3,5.0,5.1,66.0,79,97
2798,Web_Browsing,-1.1,72.7,1.0,1.9,77.2,8,46
2799,Web_Browsing,-40.7,94.6,0.8,1.7,92.4,38,23
2800,File_Download,-79.6,22.9,10.1,11.3,58.4,3,93
2801,Video_Call,-79.6,69.7,1.4,1.9,80.0,73,38
2802,VoIP_Call,-18.8,93.5,0.4,0.8,72.1,4,54
2803,Background_Download,-31.2,26.6,7.7,8.7,83.8,53,28
2804,Emergency_Service,-77.6,95.5,7.7,9.3,62.7,5,80
2805,Voice_Call,-5.6,77.4,0.4,1.3,77.2,75,52
2806,Streaming,-35.4,31.7,2.0,2.1,93.7,97,92
2807,Video_Streaming,-67.7,46.8,4.7,5.3,55.9,79,98
2808,Streaming,-7.2,73.2,3.6,4.4,57.9,60,72
2809,Video_Streaming,-92.8,98.6,6.8,7.1,98.8,91,75
2810,Video_Call,-25.3,96.2,1.8,3.8,74.9,87,1
2811,Video_Call,-45.7,83.3,1.5,3.3,69.4,11,23
2812,Background_Download,-79.2,94.3,6.9,8.0,78.1,6,94
2813,Video_Call,-88.9,29.1,1.8,2.1,66.3,9,72
2814,Online_Gaming,-19.7,17.7,1.3,2.8,54.7,13,71
2815,File_Download,-13.7,30.6,9.2,10.2,77.7,9,51
2816,Web_Browsing,-80.6,55.1,0.8,2.2,91.4,91,62
2817,Video_Call,-66.6,24.6,1.9,1.9,86.2,23,16
2818,Web_Browsing,-31.5,93.5,0.8,1.8,62.1,59,84
2819,Voice_Call,-94.7,71.6,0.3,2.0,66.3,31,29
2820,VoIP_Call,-10.1,65.4,0.2,1.3,87.4,49,27
2821,Web_Browsing,-66.3,18.2,0.9,1.2,76.7,43,38
2822,VoIP_Call,-23.2,15.3,0.4,0.6,69.8,42,83
2823,Streaming,-31.1,29.9,3.2,4.2,76.1,72,30
2824,Background_Download,-55.6,38.3,8.8,10.2,94.7,99,52
2825,File_Download,-40.1,60.3,5.8,6.0,76.8,73,37
2826,VoIP_Call,-45.2,50.5,0.4,1.5,64.7,71,24
2827,VoIP_Call,-48.8,15.4,0.4,0.4,59.2,84,62
2828,Emergency_Service,-97.2,93.6,6.7,8.4,93.8,51,65
2829,Online_Gaming,-82.2,24.4,1.8,2.3,96.2,86,50
2830,Video_Streaming,-51.5,51.4,5.7,6.6,83.7,59,41
2831,VoIP_Call,-3.1,62.1,0.5,0.7,63.6,42,56
2832,Background_Download,-20.2,74.4,8.8,10.7,57.1,30,39
2833,VoIP_Call,-100.0,74.7,0.3,1.1,50.2,55,78
2834,VoIP_Call,-4.1,64.4,0.4,1.4,91.6,44,89
2835,Streaming,-54.4,85.9,4.6,5.7,95.8,92,47
2836,Streaming,-52.1,16.1,2.5,4.0,74.3,76,45
2837,Emergency_Service,-89.6,97.2,7.9,9.4,91.8,76,37
2838,Web_Browsing,-85.3,52.6,0.9,1.0,68.3,59,77
2839,Emergency_Service,-17.1,51.1,9.3,11.2,76.9,89,95
2840,Web_Browsing,-70.6,87.8,0.8,2.1,51.3,67,45
2841,Emergency_Service,-62.5,26.0,6.1,6.8,62.2,39,95
2842,Web_Browsing,-75.3,70.6,0.7,1.1,55.1,76,52
2843,Voice_Call,-86.9,97.9,0.5,2.5,84.3,89,18
2844,Video_Streaming,-91.9,52.0,9.7,10.7,74.0,21,64
2845,File_Download,-36.3,51.7,17.3,18.2,74.0,6,64
2846,Emergency_Service,-94.6,87.0,6.0,6.9,69.3,30,5
2847,Video_Call,-7.3,79.9,1.2,2.8,87.3,76,25
2848,Video_Streaming,-44.7,85.0,9.4,10.1,96.8,64,28
2849,Online_Gaming,-1.7,54.8,2.5,3.4,81.6,66,43
2850,File_Download,-62.3,61.7,19.4,19.5,91.0,81,64
2851,File_Download,-33.3,41.8,7.8,7.8,63.7,50,24
2852,VoIP_Call,-12.0,56.4,0.2,0.4,66.0,97,21
2853,File_Download,-28.0,17.5,15.6,16.1,85.4,52,19
2854,Web_Browsing,-56.4,17.3,0.9,2.1,84.1,63,84
2855,Background_Download,-16.1,96.4,7.5,8.1,80.1,52,76
2856,VoIP_Call,-59.9,18.2,0.4,1.7,52.4,69,82
2857,Online_Gaming,-67.6,30.9,2.1,2.1,53.5,94,37
2858,Web_Browsing,-97.7,80.6,0.9,1.3,65.5,48,71
2859,VoIP_Call,-83.3,99.3,0.2,2.1,51.9,79,17
2860,Online_Gaming,-57.7,98.9,2.6,4.2,68.3,85,82
2861,Emergency_Service,-55.6,32.8,5.7,6.8,53.6,50,59
2862,Emergency_Service,-7.1,22.7,4.6,4.8,85.5,55,72
2863,Web_Browsing,-19.8,96.4,0.7,2.5,98.5,85,8
2864,Voice_Call,-34.2,67.8,0.3,1.0,50.3,83,1
2865,Voice_Call,-21.0,98.2,0.4,0.9,92.4,55,23
2866,Voice_Call,-23.7,35.2,0.1,0.4,79.3,3,22
2867,Online_Gaming,-55.5,42.4,1.8,3.1,62.5,13,89
2868,Video_Call,-51.0,10.5,1.9,3.8,66.8,83,17
2869,Video_Call,-68.4,99.7,1.7,2.6,84.3,91,73
2870,File_Download,-35.7,66.7,14.6,15.5,75.3,94,41
2871,Emergency_Service,-89.2,95.4,8.2,8.9,57.3,14,23
2872,Background_Download,-71.5,25.8,7.7,8.3,67.1,73,84
2873,Web_Browsing,-27.7,16.5,0.9,1.5,52.9,27,51
2874,Video_Call,-51.4,93.5,1.0,1.1,79.1,18,5
2875,Background_Download,-20.4,98.5,5.6,7.2,60.1,2,1
2876,Video_Call,-33.5,72.1,2.0,3.2,57.5,4,43
2877,Emergency_Service,-72.9,71.2,7.1,8.1,53.6,27,25
2878,Voice_Call,-62.5,47.8,0.2,2.0,93.1,10,41
2879,VoIP_Call,-79.1,73.3,0.1,0.3,61.6,34,63
2880,Voice_Call,-29.6,91.1,0.5,0.6,83.3,85,94
2881,Online_Gaming,-57.7,77.0,1.0,1.1,79.0,96,18
2882,File_Download,-28.8,35.5,15.9,17.8,69.3,13,38
2883,Emergency_Service,-21.6,97.3,2.2,2.5,66.9,18,85
2884,Voice_Call,-17.5,73.2,0.2,1.5,52.1,44,92
2885,Video_Call,-75.1,71.0,1.1,2.8,97.1,50,94
2886,Video_Call,-25.3,32.5,1.2,1.4,88.7,93,66
2887,Streaming,-0.4,28.1,4.8,5.5,96.7,56,11
2888,Background_Download,-11.5,54.1,9.5,10.5,71.1,66,11
2889,VoIP_Call,-15.8,36.5,0.3,2.0,90.4,66,31
2890,Voice_Call,-25.6,87.4,0.2,0.8,93.1,37,76
2891,VoIP_Call,-63.4,28.1,0.2,2.1,88.4,39,31
2892,Voice_Call,-75.6,24.2,0.3,1.9,91.4,95,24
2893,Emergency_Service,-5.4,39.4,5.6,7.6,56.3,46,14
2894,Emergency_Service,-31.9,34.1,7.3,7.4,90.9,0,99
2895,Video_Streaming,-81.7,75.5,3.5,5.4,82.5,51,25
2896,Background_Download,-62.5,67.0,7.8,9.4,72.6,7,81
2897,Streaming,-14.0,16.0,3.0,3.5,50.6,56,79
2898,Video_Call,-22.2,97.5,1.8,2.7,73.4,17,26
2899,Online_Gaming,-96.8,21.4,1.0,1.9,69.9,17,36
2900,VoIP_Call,-17.1,32.5,0.4,1.2,93.6,80,76
2901,Background_Download,-68.5,72.9,7.8,9.7,65.0,12,7
2902,Background_Download,-12.1,83.2,7.6,8.3,66.7,22,97
2903,Voice_Call,-70.8,62.5,0.3,1.2,66.4,52,22
2904,VoIP_Call,-77.6,77.9,0.4,0.9,52.6,68,87
2905,Emergency_Service,-60.9,59.0,8.1,9.9,87.5,67,87
2906,VoIP_Call,-2.2,84.2,0.4,1.6,57.4,91,13
2907,Web_Browsing,-55.5,91.8,0.7,1.5,50.1,67,74
2908,Background_Download,-94.8,51.8,7.6,7.7,63.8,91,67
2909,File_Download,-98.4,32.3,9.0,9.2,64.4,63,75
2910,Web_Browsing,-25.4,65.0,1.0,1.9,54.6,95,10
2911,Background_Download,-35.3,50.0,5.3,6.8,74.8,86,58
2912,Video_Call,-33.5,88.5,1.4,2.6,84.2,53,30
2913,Streaming,-98.1,10.0,2.6,3.8,80.1,64,53
2914,Streaming,-7.6,92.1,4.1,5.5,54.9,85,47
2915,Emergency_Service,-13.4,73.3,8.7,10.5,75.9,89,64
2916,Voice_Call,-69.2,31.6,0.4,2.0,69.8,84,98
2917,Streaming,-8.9,20.3,2.7,3.1,67.8,19,97
2918,Video_Streaming,-64.4,38.8,7.1,8.0,87.3,56,93
2919,Online_Gaming,-94.9,79.4,2.5,2.8,52.8,87,55
2920,Emergency_Service,-13.2,85.9,9.8,11.8,78.4,10,42
2921,Video_Streaming,-36.3,86.7,7.4,9.0,90.8,38,30
2922,Web_Browsing,-70.6,75.5,0.9,1.8,81.0,5,42
2923,Voice_Call,-28.8,84.5,0.4,0.7,54.4,72,59
2924,Emergency_Service,-51.8,85.8,6.2,6.4,74.3,42,83
2925,VoIP_Call,-41.3,78.3,0.5,1.9,87.1,68,30
2926,Online_Gaming,-95.1,82.4,1.4,2.7,89.8,34,92
2927,VoIP_Call,-97.8,94.6,0.4,1.8,89.9,7,68
2928,VoIP_Call,-61.9,75.2,0.5,1.4,78.6,37,70
2929,Video_Streaming,-27.3,65.5,5.3,5.5,51.9,53,21
2930,Emergency_Service,-91.8,60.6,5.4,6.0,77.0,45,12
2931,Video_Call,-89.4,84.4,1.8,3.2,71.1,13,78
2932,Web_Browsing,-3.7,11.0,1.0,2.8,59.1,49,70
2933,Streaming,-7.5,73.4,3.8,4.0,83.4,47,41
2934,Streaming,-35.6,64.6,2.7,3.0,50.3,55,71
2935,Web_Browsing,-13.7,19.5,0.7,0.8,80.4,60,33
2936,Streaming,-60.5,20.9,2.2,2.4,92.4,0,33
2937,Streaming,-48.5,73.7,4.3,5.1,75.8,18,98
2938,File_Download,-32.4,44.2,13.6,15.2,89.6,62,35
2939,VoIP_Call,-85.9,57.3,0.5,2.2,59.6,5,79
2940,Voice_Call,-23.0,77.8,0.2,0.6,60.1,63,60
2941,File_Download,-51.6,17.5,15.1,16.0,56.0,66,11
2942,Emergency_Service,-97.8,46.3,9.5,10.5,91.2,34,99
2943,Background_Download,-49.9,54.7,9.1,9.3,88.0,59,11
2944,VoIP_Call,-60.0,42.1,0.3,1.0,83.6,4,59
2945,Streaming,-24.1,51.7,2.6,4.1,58.7,39,42
2946,File_Download,-97.4,76.9,16.5,16.8,99.6,12,42
2947,Background_Download,-55.6,92.3,9.4,10.3,81.3,8,51
2948,Streaming,-97.5,40.8,2.9,4.4,83.7,51,89
2949,File_Download,-75.0,48.7,11.0,12.2,90.2,79,91
2950,Web_Browsing,-43.0,64.5,0.5,2.3,88.1,31,38
2951,Streaming,-67.3,79.1,4.1,4.5,67.9,26,59
2952,Video_Streaming,-8.4,95.5,6.8,6.9,83.5,1,27
2953,Video_Call,-47.9,37.2,1.5,1.9,97.6,35,7
2954,Video_Streaming,-71.5,85.1,4.4,5.3,85.5,29,32
2955,Online_Gaming,-81.7,69.7,1.0,1.1,63.4,95,16
2956,VoIP_Call,-70.8,20.8,0.1,0.9,82.5,85,9
2957,Online_Gaming,-97.0,15.1,2.0,2.0,51.2,20,19
2958,File_Download,-21.5,32.6,5.6,7.0,54.4,88,32
2959,Video_Streaming,-21.2,18.6,6.3,7.7,87.4,22,64
2960,Video_Streaming,-30.3,14.3,3.4,3.5,65.7,96,71
2961,File_Download,-41.8,34.3,16.6,16.6,87.5,62,13
2962,Video_Call,-41.9,68.9,1.7,2.0,91.8,38,27
2963,Emergency_Service,-71.1,97.6,5.8,6.0,95.5,50,97
2964,Background_Download,-75.7,91.8,9.9,11.3,51.2,71,88
2965,Streaming,-60.7,51.3,4.0,5.1,59.5,7,98
2966,Background_Download,-19.4,15.5,8.3,9.2,99.7,93,20
2967,File_Download,-6.1,47.7,9.9,10.0,95.3,75,72
2968,Streaming,-24.4,59.9,2.3,2.7,63.6,21,90
2969,Background_Download,-83.3,66.4,7.7,9.3,60.5,35,71
2970,Voice_Call,-49.0,21.7,0.5,2.1,61.8,49,13
2971,Video_Call,-68.0,37.0,1.9,3.5,67.5,40,5
2972,Voice_Call,-54.7,89.5,0.2,1.2,90.7,19,89
2973,Online_Gaming,-83.5,64.4,1.7,3.3,99.5,12,11
2974,Emergency_Service,-12.4,82.9,7.3,7.7,95.2,11,86
2975,File_Download,-82.3,16.5,8.7,9.3,96.8,73,9
2976,Online_Gaming,-4.1,73.5,1.9,2.1,86.1,99,67
2977,VoIP_Call,-94.6,45.9,0.4,2.4,59.1,23,76
2978,Background_Download,-67.0,41.4,5.7,6.9,59.8,82,74
2979,Video_Streaming,-26.3,35.4,8.8,10.4,89.7,55,41
2980,VoIP_Call,-96.9,70.3,0.2,1.3,78.9,3,2
2981,File_Download,-36.8,39.7,11.8,12.6,71.9,26,39
2982,Online_Gaming,-45.2,45.6,1.3,3.1,55.9,80,87
2983,Web_Browsing,-25.8,83.2,0.8,0.9,86.9,9,62
2984,Emergency_Service,-71.2,36.3,7.5,8.9,89.3,84,3
2985,Online_Gaming,-68.9,46.5,2.9,3.0,84.3,25,99
2986,Web_Browsing,-39.1,16.9,0.5,1.7,80.8,61,3
2987,Web_Browsing,-44.6,22.6,0.6,1.0,71.2,67,35
2988,Online_Gaming,-74.1,68.9,1.2,1.8,70.5,54,50
2989,VoIP_Call,-16.5,67.1,0.1,0.4,88.7,18,19
2990,Emergency_Service,-31.8,51.3,8.6,8.8,97.0,10,43
2991,Web_Browsing,-79.5,70.4,0.9,2.0,99.2,80,73
2992,Background_Download,-51.2,26.7,6.2,7.6,65.1,67,18
2993,Emergency_Service,-1.2,75.2,3.6,4.5,66.5,23,30
2994,VoIP_Call,-73.4,18.6,0.3,2.1,79.6,40,29
2995,Emergency_Service,-96.2,43.9,6.3,7.9,75.7,52,82
2996,Web_Browsing,-55.0,42.6,0.8,2.6,72.1,74,64
2997,Voice_Call,-13.1,35.1,0.5,2.3,90.8,67,45
2998,VoIP_Call,-0.1,35.7,0.4,1.6,65.9,54,73
2999,Emergency_Service,-59.8,45.3,8.4,9.6,71.5,12,65
3000,Emergency_Service,-65.9,95.7,5.8,5.9,92.5,81,13
3001,File_Download,-98.7,27.2,17.2,18.2,75.9,86,74
3002,Online_Gaming,-99.9,43.6,1.6,2.5,95.8,39,0
3003,Online_Gaming,-26.5,54.9,2.8,3.3,51.0,19,72
3004,File_Download,-50.7,14.1,16.6,18.0,63.1,48,80
3005,Streaming,-35.5,70.8,2.0,3.9,96.2,47,26
3006,Online_Gaming,-29.3,21.6,2.9,3.3,71.0,17,96
3007,Voice_Call,-31.3,92.5,0.5,2.1,66.5,4,3
3008,Emergency_Service,-29.0,91.0,4.0,4.9,89.0,56,9
3009,Online_Gaming,-13.7,81.4,2.9,3.7,52.7,64,25
3010,Video_Streaming,-29.9,32.9,3.9,4.7,66.0,33,79
3011,VoIP_Call,-10.4,33.5,0.2,1.5,91.5,98,52
3012,Background_Download,-94.1,94.1,7.1,8.4,90.8,93,80
3013,Web_Browsing,-81.4,63.9,0.8,1.2,60.7,55,79
3014,Streaming,-60.8,92.4,2.4,3.3,68.0,71,49
3015,File_Download,-41.2,81.8,18.6,20.2,55.7,43,61
3016,VoIP_Call,-39.3,15.1,0.3,1.7,92.8,26,15
3017,VoIP_Call,-81.1,58.3,0.2,2.2,77.4,70,62
3018,Web_Browsing,-89.7,55.1,0.7,0.8,53.6,22,41
3019,Emergency_Service,-0.5,48.6,7.0,8.4,73.8,33,43
3020,File_Download,-80.2,85.4,19.5,20.4,85.3,26,41
3021,Web_Browsing,-77.3,77.8,0.9,1.4,70.2,65,60
3022,VoIP_Call,-38.3,57.7,0.4,0.9,81.4,31,1
3023,Web_Browsing,-68.4,95.3,0.8,2.4,59.2,19,92
3024,Web_Browsing,-69.3,38.9,0.9,2.5,63.6,46,45
3025,Online_Gaming,-72.3,69.1,1.2,1.3,60.7,13,22
3026,Voice_Call,-34.1,26.7,0.5,0.9,89.3,61,33
3027,Web_Browsing,-65.2,34.3,0.7,1.3,70.4,30,15
3028,Emergency_Service,-89.0,42.1,3.6,5.5,80.7,9,15
3029,Streaming,-10.8,60.3,3.0,4.3,82.8,94,24
3030,Video_Streaming,-26.6,53.2,4.9,6.8,69.1,35,98
3031,Voice_Call,-85.9,43.8,0.2,2.1,91.0,83,49
3032,File_Download,-46.2,63.3,14.4,15.0,64.8,97,8
3033,Video_Streaming,-84.8,22.8,7.6,9.1,53.4,65,37
3034,Emergency_Service,-69.6,15.3,3.8,4.0,87.7,17,35
3035,Emergency_Service,-38.1,21.3,3.3,5.0,51.5,89,87
3036,Video_Streaming,-87.7,77.2,7.1,8.0,69.6,53,3
3037,Video_Streaming,-91.5,19.8,6.4,7.2,58.3,21,73
3038,Streaming,-77.7,59.6,3.6,5.0,68.6,64,10
3039,Video_Call,-40.0,21.9,1.5,1.6,68.8,8,72
3040,Emergency_Service,-46.8,65.4,3.6,4.8,71.4,69,29
3041,Video_Call,-5.2,34.0,1.8,3.3,61.0,22,57
3042,Streaming,-83.1,24.9,3.0,4.9,61.4,26,64
3043,Web_Browsing,-89.7,81.3,0.8,0.9,53.7,0,20
3044,Video_Streaming,-71.9,97.1,4.9,6.3,80.9,48,24
3045,Streaming,-9.6,39.1,3.1,4.4,79.4,80,64
3046,VoIP_Call,-96.6,82.8,0.5,2.1,74.0,20,60
3047,Voice_Call,-49.3,51.4,0.2,0.9,73.8,21,27
3048,Background_Download,-8.0,15.2,9.7,11.4,94.2,45,31
3049,Online_Gaming,-95.9,90.4,3.0,4.0,83.8,4,44
3050,Emergency_Service,-17.7,55.2,3.1,4.3,91.0,4,18
